Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Ohio,Columbus,2,1,2010,24.7
Europe,Ireland,,Dublin,7,22,2010,57.0
North America,US,New Jersey,Atlantic City,2,22,2010,35.2
South/Central America & Carribean,Equador,,Quito,1,22,2010,59.9
North America,Canada,,Halifax,10,7,2010,56.7
Asia,Uzbekistan,,Tashkent,1,31,2010,45.9
North America,US,Pennsylvania,Pittsburgh,3,23,2010,43.2
North America,US,Texas,Lubbock,10,12,2010,63.4
Europe,Spain,,Bilbao,5,14,2010,51.3
North America,US,California,Sacramento,4,11,2010,53.9
North America,US,Alaska,Juneau,10,20,2010,41.5
Africa,Algeria,,Algiers,1,29,2010,51.1
Europe,Croatia,,Zagreb,12,27,2010,27.0
Middle East,Oman,,Muscat,2,28,2010,-99.0
North America,US,Tennessee,Nashville,5,17,2010,68.9
North America,US,New York,New York City,10,28,2010,70.1
North America,US,California,Los Angeles,11,5,2010,75.7
Europe,Finland,,Helsinki,8,30,2010,52.2
Africa,Sierra Leone,,Freetown,12,26,2010,83.1
North America,US,District of Columbia,Washington,11,6,2010,46.3
North America,US,Oregon,Medford,11,29,2010,34.1
Middle East,Turkey,,Istanbul,9,7,2010,74.0
North America,US,Alaska,Fairbanks,8,21,2010,55.7
North America,US,Florida,Daytona Beach,3,3,2010,51.0
North America,US,North Carolina,Raleigh Durham,7,6,2010,83.8
Europe,Germany,,Munich,3,5,2010,27.5
North America,US,Maine,Portland,5,24,2010,63.4
North America,Canada,,Toronto,7,11,2010,72.1
North America,US,Montana,Great Falls,2,17,2010,34.8
Asia,Bangladesh,,Dhaka,11,1,2010,-99.0
Middle East,Jordan,,Amman,1,1,2010,53.4
Middle East,Syria,,Damascus,8,25,2010,85.2
North America,US,Texas,Houston,1,27,2010,55.4
North America,US,Virginia,Richmond,11,22,2010,53.1
North America,US,North Carolina,Raleigh Durham,11,13,2010,47.1
North America,US,Kansas,Goodland,3,3,2010,38.3
Middle East,Saudi Arabia,,Riyadh,8,6,2010,97.1
Middle East,Kuwait,,Kuwait,5,27,2010,97.6
North America,US,Montana,Helena,1,16,2010,38.6
Asia,Vietnam,,Hanoi,12,7,2010,65.8
Asia,Singapore,,Singapore,6,23,2010,80.6
South/Central America & Carribean,Brazil,,Brasilia,8,18,2010,67.2
North America,US,Mississippi,Jackson,4,5,2010,71.5
Asia,Taiwan,,Taipei,9,30,2010,79.0
North America,US,Michigan,Flint,7,3,2010,72.3
North America,US,California,Fresno,9,2,2010,81.5
Europe,Belarus,,Minsk,5,9,2010,56.1
Africa,Kenya,,Nairobi,12,27,2010,-99.0
North America,US,Texas,Houston,12,31,2010,70.3
North America,US,Ohio,Dayton,2,21,2010,36.1
North America,US,Nebraska,Lincoln,1,13,2010,29.8
North America,US,Oregon,Portland,9,17,2010,67.1
North America,US,California,San Francisco,12,5,2010,54.0
North America,US,Maine,Portland,7,10,2010,71.8
Asia,Indonesia,,Jakarta,7,14,2010,83.2
Middle East,Oman,,Muscat,6,8,2010,84.6
North America,US,Georgia,Savannah,9,13,2010,79.4
North America,US,Kansas,Goodland,5,9,2010,53.4
North America,Canada,,Halifax,7,8,2010,70.8
North America,US,Nebraska,Omaha,11,25,2010,20.5
Asia,Turkmenistan,,Ashabad,12,25,2010,37.2
Middle East,Oman,,Muscat,1,1,2010,73.7
Africa,Madagascar,,Antananarivo,8,6,2010,56.4
North America,US,Connecticut,Hartford Springfield,3,4,2010,39.9
North America,Canada,,Winnipeg,4,4,2010,43.0
Europe,France,,Bordeaux,12,9,2010,38.5
South/Central America & Carribean,Cuba,,Havana,7,3,2010,79.6
North America,US,Maine,Caribou,8,29,2010,71.0
Australia/South Pacific,Australia,,Melbourne,9,29,2010,54.4
South/Central America & Carribean,Belize,,Belize City,1,29,2010,80.8
Europe,Macedonia,,Skopje,8,7,2010,78.1
Asia,Mongolia,,Ulan-bator,1,25,2010,-10.4
Asia,Indonesia,,Jakarta,3,9,2010,84.7
North America,US,Maryland,Washington DC,6,9,2010,70.1
North America,US,Indiana,Evansville,12,2,2010,30.1
North America,US,Oregon,Medford,2,7,2010,47.5
South/Central America & Carribean,Argentina,,Buenos Aires,7,25,2010,49.0
North America,US,Texas,Midland Odessa,1,12,2010,35.2
Europe,Norway,,Oslo,3,3,2010,23.3
Asia,Pakistan,,Islamabad,1,18,2010,51.4
North America,US,Indiana,Evansville,12,21,2010,39.3
South/Central America & Carribean,Cuba,,Havana,12,11,2010,61.2
South/Central America & Carribean,Cuba,,Havana,10,4,2010,75.5
Europe,Hungary,,Budapest,3,28,2010,49.4
South/Central America & Carribean,Uruguay,,Montvideo,11,12,2010,57.0
Africa,Zambia,,Lusaka,7,22,2010,61.1
North America,US,New Mexico,Albuquerque,9,9,2010,70.8
North America,US,Pennsylvania,Wilkes Barre,3,15,2010,43.2
North America,US,Colorado,Colorado Springs,5,19,2010,55.1
North America,US,Texas,Houston,7,14,2010,86.0
South/Central America & Carribean,Belize,,Belize City,3,15,2010,79.4
Asia,India,,Calcutta,6,7,2010,91.1
Africa,Namibia,,Windhoek,8,6,2010,67.9
North America,US,Washington,Yakima,6,3,2010,56.9
Asia,India,,Delhi,11,28,2010,65.5
North America,Canada,,Montreal,6,25,2010,64.6
Asia,Myanmar (Burma),,Rangoon,5,17,2010,91.8
North America,US,Mississippi,Tupelo,10,12,2010,69.3
North America,US,New York,Albany,5,27,2010,73.3
South/Central America & Carribean,Costa Rica,,San Jose,8,13,2010,71.1
North America,US,Michigan,Grand Rapids,11,23,2010,42.5
North America,US,Texas,Corpus Christi,2,12,2010,46.2
Asia,Kyrgyzstan,,Bishkek,3,16,2010,65.0
Middle East,Saudi Arabia,,Dhahran,9,18,2010,91.1
Africa,Madagascar,,Antananarivo,3,20,2010,70.5
Asia,Vietnam,,Hanoi,4,14,2010,73.7
Africa,Tunisia,,Tunis,5,3,2010,69.2
North America,US,Florida,West Palm Beach,7,11,2010,85.2
Asia,Uzbekistan,,Tashkent,7,2,2010,88.1
North America,US,Illinois,Rockford,11,8,2010,49.9
South/Central America & Carribean,Nicaragua,,Managua,10,30,2010,81.2
Asia,Sri Lanka,,Colombo,4,17,2010,78.4
North America,US,Ohio,Akron Canton,10,1,2010,58.0
North America,US,Colorado,Pueblo,3,14,2010,38.8
Africa,Gambia,,Banjul,8,15,2010,79.7
North America,US,Georgia,Savannah,9,2,2010,73.9
Africa,Egypt,,Cairo,12,20,2010,60.8
North America,US,Illinois,Rockford,1,13,2010,19.0
Africa,Namibia,,Windhoek,6,18,2010,54.6
Asia,Uzbekistan,,Tashkent,5,25,2010,77.0
North America,Canada,,Vancouver,2,22,2010,40.5
Europe,Romania,,Bucharest,3,29,2010,49.0
Asia,Tajikistan,,Dusanbe,2,15,2010,18.4
North America,US,Minnesota,Minneapolis St. Paul,10,14,2010,55.1
South/Central America & Carribean,Guyana,,Georgetown,4,5,2010,-99.0
North America,US,Tennessee,Knoxville,9,3,2010,78.9
Europe,Albania,,Tirana,4,29,2010,65.4
North America,US,Nevada,Las Vegas,12,12,2010,56.8
Middle East,Saudi Arabia,,Dhahran,11,13,2010,73.1
North America,US,California,Fresno,12,4,2010,53.9
Asia,Kyrgyzstan,,Bishkek,11,20,2010,37.8
North America,US,Utah,Salt Lake City,3,5,2010,35.6
Asia,Malaysia,,Kuala Lumpur,2,19,2010,82.5
Asia,Indonesia,,Jakarta,7,17,2010,82.6
North America,US,Oklahoma,Oklahoma City,8,8,2010,88.4
Middle East,Kuwait,,Kuwait,7,29,2010,104.1
North America,US,Wisconsin,Green Bay,4,29,2010,51.2
Africa,Ivory Coast,,Abidjan,9,25,2010,74.5
North America,US,Nebraska,Lincoln,5,24,2010,79.3
Middle East,Saudi Arabia,,Riyadh,10,22,2010,81.1
North America,US,Connecticut,Bridgeport,4,24,2010,55.8
North America,US,South Carolina,Charleston,10,30,2010,57.7
Europe,Romania,,Bucharest,12,21,2010,34.6
Australia/South Pacific,New Zealand,,Auckland,6,16,2010,47.7
Asia,Taiwan,,Taipei,3,10,2010,47.8
North America,US,Oregon,Portland,10,22,2010,56.9
North America,US,Maryland,Washington DC,9,15,2010,72.6
North America,US,Texas,Brownsville,3,7,2010,67.8
Asia,Pakistan,,Karachi,1,22,2010,68.8
Asia,North Korea,,Pyongyang,10,26,2010,35.8
North America,US,Florida,Tallahassee,10,21,2010,67.7
South/Central America & Carribean,Belize,,Belize City,12,28,2010,68.1
North America,US,Texas,Amarillo,8,23,2010,82.9
North America,US,Texas,San Antonio,11,4,2010,63.6
North America,US,Massachusetts,Boston,10,10,2010,53.8
Australia/South Pacific,Australia,,Perth,10,30,2010,64.7
North America,Canada,,Montreal,8,1,2010,67.8
North America,US,Mississippi,Tupelo,6,13,2010,84.6
North America,US,Maine,Portland,10,6,2010,55.3
Europe,Romania,,Bucharest,4,5,2010,52.3
North America,US,South Dakota,Rapid City,7,15,2010,68.1
South/Central America & Carribean,Guyana,,Georgetown,5,24,2010,-99.0
North America,US,Nebraska,Omaha,9,30,2010,63.3
Europe,Croatia,,Zagreb,6,29,2010,76.1
North America,US,Virginia,Roanoke,6,6,2010,78.3
Asia,India,,Bombay (Mumbai),6,20,2010,83.8
Africa,Ethiopia,,Addis Ababa,5,5,2010,-99.0
Africa,Ethiopia,,Addis Ababa,1,28,2010,-99.0
North America,US,Maine,Caribou,7,31,2010,61.3
South/Central America & Carribean,Bolivia,,La Paz,7,28,2010,42.4
North America,US,Texas,Corpus Christi,12,18,2010,53.0
North America,US,North Carolina,Raleigh Durham,11,9,2010,53.8
Europe,Latvia,,Riga,12,8,2010,25.2
North America,US,Florida,Orlando,5,7,2010,78.6
North America,US,Rhode Island,Rhode Island,3,27,2010,32.5
Asia,Hong Kong,,Hong Kong,2,15,2010,50.0
Asia,China,,Shenyang,10,24,2010,37.5
North America,US,Wisconsin,Madison,2,22,2010,30.9
North America,US,Illinois,Chicago,1,28,2010,13.6
Africa,Nigeria,,Lagos,1,8,2010,81.7
North America,US,Virginia,Richmond,2,25,2010,38.3
North America,US,Additional Territories,San Juan Puerto Rico,12,5,2010,74.8
North America,US,Texas,San Antonio,4,23,2010,74.3
North America,US,Mississippi,Tupelo,2,24,2010,36.7
North America,US,Maine,Caribou,5,22,2010,57.6
Europe,Albania,,Tirana,6,30,2010,75.0
Middle East,United Arab Emirates,,Dubai,3,20,2010,81.9
North America,US,Florida,Orlando,11,27,2010,67.5
Middle East,Turkey,,Ankara,9,24,2010,67.0
North America,US,Texas,Abilene,1,7,2010,28.9
South/Central America & Carribean,Brazil,,Rio de Janeiro,12,23,2010,78.4
Africa,Algeria,,Algiers,3,18,2010,67.2
North America,US,Texas,Abilene,11,27,2010,45.5
Africa,Madagascar,,Antananarivo,11,9,2010,68.5
Asia,Japan,,Sapporo,4,6,2010,38.6
North America,US,Additional Territories,San Juan Puerto Rico,3,8,2010,73.5
Africa,Togo,,Lome,6,21,2010,78.4
Africa,Malawi,,Lilongwe,1,19,2010,-99.0
North America,US,Additional Territories,San Juan Puerto Rico,7,5,2010,82.7
North America,US,Virginia,Richmond,1,14,2010,36.1
North America,US,Oregon,Salem,5,15,2010,60.2
North America,US,Ohio,Cincinnati,1,15,2010,40.6
South/Central America & Carribean,Suriname,,Paramaribo,7,29,2010,83.0
North America,US,Kansas,Goodland,5,23,2010,66.0
North America,US,Virginia,Richmond,8,21,2010,79.7
South/Central America & Carribean,Brazil,,Rio de Janeiro,7,27,2010,73.5
Asia,Mongolia,,Ulan-bator,2,26,2010,-2.1
Middle East,Qatar,,Doha,4,24,2010,84.0
North America,US,Alabama,Huntsville,3,12,2010,58.7
Middle East,Turkey,,Ankara,2,24,2010,42.5
North America,Canada,,Halifax,10,14,2010,44.0
North America,US,Michigan,Lansing,5,22,2010,64.3
North America,US,Alabama,Mobile,2,14,2010,43.3
North America,US,Missouri,Springfield,12,9,2010,33.5
Australia/South Pacific,Australia,,Canberra,2,6,2010,68.9
North America,US,Ohio,Youngstown,6,15,2010,68.4
North America,US,Missouri,St Louis,9,10,2010,65.2
North America,Canada,,Quebec,10,9,2010,44.6
Europe,Croatia,,Zagreb,4,2,2010,47.2
North America,US,Vermont,Burlington,2,9,2010,21.5
North America,US,Mississippi,Tupelo,10,14,2010,65.8
North America,US,Rhode Island,Rhode Island,11,4,2010,45.4
Africa,Ethiopia,,Addis Ababa,10,16,2010,58.5
North America,US,Indiana,Indianapolis,8,25,2010,74.8
North America,US,Pennsylvania,Harrisburg,9,13,2010,67.9
Africa,Egypt,,Cairo,7,14,2010,84.2
North America,US,Massachusetts,Boston,1,28,2010,33.0
Africa,Uganda,,Kampala,11,8,2010,68.8
South/Central America & Carribean,Dominican Republic,,Santo Domingo,11,18,2010,79.1
Asia,Pakistan,,Islamabad,8,2,2010,88.2
South/Central America & Carribean,Nicaragua,,Managua,10,13,2010,83.3
Europe,France,,Bordeaux,10,30,2010,55.7
Europe,Sweden,,Stockholm,10,1,2010,43.1
North America,US,California,Los Angeles,4,9,2010,61.7
South/Central America & Carribean,Peru,,Lima,11,16,2010,63.8
North America,US,Kentucky,Louisville,1,24,2010,51.1
Asia,Japan,,Tokyo,11,3,2010,57.7
North America,US,Washington,Seattle,4,15,2010,50.4
North America,US,Colorado,Pueblo,5,17,2010,58.4
North America,Mexico,,Guadalajara,1,5,2010,-99.0
Europe,Greece,,Athens,4,22,2010,63.9
North America,US,Texas,Wichita Falls,9,15,2010,82.0
Europe,Romania,,Bucharest,7,26,2010,65.7
Africa,Morocco,,Rabat,4,5,2010,59.1
Europe,Greece,,Athens,2,3,2010,39.2
Asia,Kyrgyzstan,,Bishkek,4,2,2010,54.9
Europe,Ireland,,Dublin,8,12,2010,56.7
Asia,China,,Shanghai,9,3,2010,85.5
North America,US,Mississippi,Tupelo,5,26,2010,75.7
Africa,Zambia,,Lusaka,1,19,2010,71.3
North America,US,Kansas,Wichita,7,13,2010,80.2
North America,US,Wyoming,Casper,11,18,2010,38.1
North America,Canada,,Vancouver,8,22,2010,64.1
Africa,Sierra Leone,,Freetown,2,19,2010,82.4
Middle East,Oman,,Muscat,7,22,2010,87.0
Middle East,Kuwait,,Kuwait,3,3,2010,63.3
North America,US,Nevada,Las Vegas,6,23,2010,88.5
North America,US,California,Sacramento,8,30,2010,66.2
North America,US,Illinois,Chicago,3,4,2010,31.7
North America,US,Vermont,Burlington,10,9,2010,49.5
Asia,Singapore,,Singapore,9,24,2010,81.2
North America,US,South Carolina,Columbia,6,9,2010,80.8
North America,US,Pennsylvania,Philadelphia,12,14,2010,22.8
North America,US,Colorado,Grand Junction,4,17,2010,62.1
South/Central America & Carribean,Dominican Republic,,Santo Domingo,10,18,2010,82.4
North America,US,New York,Syracuse,6,18,2010,66.5
North America,US,Wisconsin,Madison,1,9,2010,2.5
Europe,Germany,,Munich,2,23,2010,38.0
North America,US,Texas,Lubbock,1,9,2010,27.2
Africa,Malawi,,Lilongwe,7,29,2010,68.2
North America,US,Kansas,Topeka,9,1,2010,76.3
North America,US,Ohio,Dayton,5,26,2010,77.1
Africa,Malawi,,Lilongwe,8,25,2010,68.3
North America,US,Illinois,Chicago,8,22,2010,75.0
South/Central America & Carribean,Suriname,,Paramaribo,9,6,2010,84.1
North America,US,Alabama,Montgomery,11,19,2010,55.2
Asia,Tajikistan,,Dusanbe,10,2,2010,69.0
North America,US,California,Sacramento,8,31,2010,68.9
Africa,Tanzania,,Dar Es Salaam,6,28,2010,77.5
North America,US,Illinois,Chicago,9,8,2010,61.8
Asia,Laos,,Vientiane,2,23,2010,82.1
South/Central America & Carribean,Costa Rica,,San Jose,4,11,2010,76.7
Middle East,Jordan,,Amman,5,31,2010,82.2
Africa,Nigeria,,Lagos,9,2,2010,78.9
North America,US,Texas,Corpus Christi,2,27,2010,54.4
Africa,Gambia,,Banjul,6,27,2010,82.8
Asia,Taiwan,,Taipei,2,26,2010,77.1
North America,US,Ohio,Youngstown,10,29,2010,41.5
North America,US,Virginia,Roanoke,3,28,2010,40.0
Europe,Russia,,Moscow,8,27,2010,58.2
North America,US,Idaho,Pocatello,9,7,2010,53.9
North America,US,Kentucky,Louisville,2,21,2010,46.4
North America,US,California,San Diego,8,9,2010,63.4
Europe,Ireland,,Dublin,7,18,2010,63.6
North America,US,New Hampshire,Concord,4,19,2010,44.0
North America,US,Pennsylvania,Allentown,8,22,2010,75.7
North America,US,Montana,Great Falls,7,10,2010,71.3
North America,US,Kansas,Topeka,10,22,2010,61.9
North America,US,Colorado,Pueblo,12,13,2010,42.8
Asia,Turkmenistan,,Ashabad,10,21,2010,61.0
Asia,India,,Delhi,3,1,2010,76.6
North America,US,New York,Rochester,11,8,2010,36.1
Asia,China,,Chengdu,10,10,2010,65.7
North America,US,Florida,West Palm Beach,6,7,2010,82.4
North America,US,West Virginia,Charleston,11,8,2010,42.0
South/Central America & Carribean,Belize,,Belize City,5,21,2010,85.9
Europe,Albania,,Tirana,1,27,2010,41.8
North America,US,Nebraska,Omaha,4,14,2010,69.4
Europe,Sweden,,Stockholm,3,13,2010,29.3
South/Central America & Carribean,Belize,,Belize City,4,13,2010,81.5
North America,US,Illinois,Springfield,12,31,2010,56.0
Asia,India,,Delhi,1,14,2010,53.3
North America,US,Virginia,Norfolk,10,8,2010,67.8
Middle East,Oman,,Muscat,2,25,2010,-99.0
Middle East,United Arab Emirates,,Abu Dhabi,8,2,2010,103.6
Europe,Albania,,Tirana,5,12,2010,68.1
Africa,Sierra Leone,,Freetown,3,13,2010,82.4
North America,US,Texas,Abilene,3,24,2010,64.2
North America,US,Ohio,Cleveland,5,17,2010,58.9
North America,US,Indiana,Fort Wayne,11,2,2010,38.2
Asia,China,,Shanghai,11,14,2010,58.7
North America,US,Rhode Island,Rhode Island,2,2,2010,26.9
South/Central America & Carribean,Belize,,Belize City,1,26,2010,75.4
Europe,Spain,,Barcelona,6,28,2010,75.6
North America,US,Tennessee,Memphis,12,3,2010,48.2
Europe,Norway,,Oslo,2,27,2010,26.5
North America,US,South Carolina,Charleston,8,13,2010,85.7
Europe,Ukraine,,Kiev,9,6,2010,59.2
South/Central America & Carribean,Bahamas,,Nassau,6,12,2010,86.7
North America,US,Alabama,Montgomery,1,24,2010,57.8
Europe,Portugal,,Lisbon,9,2,2010,73.0
Africa,Gabon,,Libreville,6,9,2010,79.6
North America,US,New York,New York City,2,10,2010,33.1
Asia,Mongolia,,Ulan-bator,1,21,2010,-14.5
Middle East,Turkey,,Ankara,4,15,2010,50.3
North America,US,Indiana,Evansville,11,9,2010,52.2
North America,US,Illinois,Springfield,11,10,2010,59.1
North America,Canada,,Quebec,6,25,2010,63.1
Europe,United Kingdom,,London,10,24,2010,43.5
Europe,France,,Paris,3,28,2010,51.7
North America,US,Additional Territories,San Juan Puerto Rico,11,18,2010,79.7
North America,US,Kentucky,Louisville,3,5,2010,37.4
Africa,Tunisia,,Tunis,4,13,2010,62.0
North America,US,Louisiana,Shreveport,4,17,2010,68.8
Europe,Belarus,,Minsk,7,20,2010,73.0
North America,US,Mississippi,Jackson,6,4,2010,74.9
Africa,Central African Republic,,Bangui,9,30,2010,77.2
North America,US,Delaware,Wilmington,5,17,2010,61.0
South/Central America & Carribean,Costa Rica,,San Jose,1,1,2010,74.1
Africa,Namibia,,Windhoek,1,8,2010,74.7
North America,Canada,,Halifax,1,18,2010,19.7
Asia,Nepal,,Katmandu,1,16,2010,53.3
North America,US,Colorado,Colorado Springs,8,19,2010,75.7
North America,US,Texas,Brownsville,8,27,2010,84.2
Middle East,Jordan,,Amman,7,22,2010,78.0
Asia,India,,Delhi,11,22,2010,65.8
North America,US,New Hampshire,Concord,2,22,2010,33.7
North America,US,New York,Syracuse,5,2,2010,70.3
North America,US,Georgia,Savannah,12,6,2010,38.5
North America,US,New Jersey,Newark,2,15,2010,32.6
Asia,Vietnam,,Hanoi,3,18,2010,70.9
South/Central America & Carribean,Honduras,,Tegucigalpa,3,23,2010,69.0
South/Central America & Carribean,Guyana,,Georgetown,4,24,2010,-99.0
North America,US,Arkansas,Little Rock,7,2,2010,80.1
North America,Canada,,Toronto,2,10,2010,23.7
Asia,India,,Chennai (Madras),5,24,2010,90.5
Africa,Egypt,,Cairo,12,7,2010,64.1
North America,US,Rhode Island,Rhode Island,7,13,2010,78.1
North America,US,Montana,Billings,11,5,2010,53.2
Africa,Mozambique,,Maputo,5,6,2010,76.9
Asia,China,,Shanghai,7,11,2010,79.1
North America,US,Indiana,Fort Wayne,10,1,2010,57.6
North America,US,Missouri,St Louis,7,20,2010,79.1
North America,US,Minnesota,Duluth,9,14,2010,52.2
North America,US,Texas,Corpus Christi,4,3,2010,72.4
North America,US,Minnesota,Minneapolis St. Paul,7,24,2010,75.1
South/Central America & Carribean,Equador,,Quito,2,3,2010,63.4
North America,US,Florida,West Palm Beach,6,5,2010,82.6
Europe,Greece,,Athens,3,7,2010,48.7
Asia,India,,Chennai (Madras),12,29,2010,75.5
North America,Canada,,Toronto,6,10,2010,61.4
Middle East,Saudi Arabia,,Riyadh,5,24,2010,95.4
Middle East,Saudi Arabia,,Dhahran,6,23,2010,97.4
South/Central America & Carribean,Argentina,,Buenos Aires,11,16,2010,61.8
North America,US,Texas,Dallas Ft Worth,5,8,2010,67.5
Europe,Hungary,,Budapest,6,23,2010,64.4
Europe,Germany,,Munich,12,26,2010,19.3
North America,Canada,,Calgary,2,3,2010,19.1
Africa,Ethiopia,,Addis Ababa,9,20,2010,62.5
Africa,Togo,,Lome,12,14,2010,82.3
Africa,Uganda,,Kampala,2,28,2010,72.1
Africa,Uganda,,Kampala,12,7,2010,71.9
Africa,Algeria,,Algiers,9,11,2010,73.1
North America,US,Rhode Island,Rhode Island,3,11,2010,41.4
North America,US,Maryland,Washington DC,6,20,2010,84.7
North America,US,Virginia,Roanoke,7,29,2010,76.0
North America,US,Maryland,Baltimore,3,23,2010,50.3
Europe,Russia,,Moscow,9,2,2010,61.6
North America,US,New York,Syracuse,12,30,2010,26.1
North America,US,Pennsylvania,Pittsburgh,5,13,2010,49.2
Middle East,Turkey,,Ankara,10,17,2010,55.5
North America,US,Oregon,Eugene,2,23,2010,41.8
Europe,The Netherlands,,Amsterdam,2,25,2010,45.7
Africa,Malawi,,Lilongwe,9,15,2010,73.7
Africa,Kenya,,Nairobi,4,29,2010,-99.0
Asia,Philippines,,Manila,12,25,2010,78.9
North America,US,District of Columbia,Washington,12,24,2010,35.1
North America,US,California,San Francisco,11,18,2010,51.5
North America,US,Washington,Spokane,11,4,2010,45.7
Europe,Cyprus,,Nicosia,3,21,2010,-99.0
North America,Canada,,Quebec,11,29,2010,28.7
Asia,North Korea,,Pyongyang,8,25,2010,69.5
North America,US,Texas,Corpus Christi,7,8,2010,80.8
North America,US,Georgia,Savannah,11,14,2010,50.6
Africa,Central African Republic,,Bangui,9,19,2010,-99.0
South/Central America & Carribean,Dominican Republic,,Santo Domingo,11,3,2010,78.2
Europe,Belgium,,Brussels,3,1,2010,39.2
Africa,Egypt,,Cairo,9,6,2010,85.7
Australia/South Pacific,Australia,,Perth,6,16,2010,53.4
North America,US,Montana,Great Falls,8,22,2010,70.0
Africa,Kenya,,Nairobi,12,21,2010,69.1
North America,US,Tennessee,Knoxville,1,14,2010,31.2
Asia,Indonesia,,Jakarta,12,31,2010,84.0
North America,US,Ohio,Columbus,2,4,2010,30.3
Asia,Vietnam,,Hanoi,2,28,2010,76.8
